Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
TOI-3984 A b,108.883,0.14 Jupiters,15.694,2023,0.71 x Jupiter,Gas Giant,Transit,0.041 AU,4.4 days,< 0.23
TOI-3785 b,79.7634,14.95 Earths,14.595,2023,0.459 x Jupiter,Neptune-like,Transit,0.043 AU,4.7 days,0.11
TOI-2641 b,344.045,0.386 Jupiters,11.693,2023,1.615 x Jupiter,Gas Giant,Transit,0.0607 AU,4.9 days,< 0.18
TOI-2084 b,114.549,6.66 Earths,15.115,2023,0.22 x Jupiter,Neptune-like,Transit,0.05006 AU,6.1 days,
HIP 81208 C b,147.533,14.8 Jupiters,Unknown,2023,1.09 x Jupiter (estimate),Gas Giant,Imaging,23.04 AU,285.2 years,
HD 235088 b,41.1706,4.2 Earths,9.19,2023,2.075 x Earth,Neptune-like,Transit,0.071 AU,7.4 days,0
WASP-193 b,362.087,0.139 Jupiters,11.972,2023,1.464 x Jupiter,Gas Giant,Transit,0.0676 AU,6.2 days,0.06
TOI-1680 b,37.2209,2.75 Earths,15.87,2023,1.466 x Earth,Super Earth,Transit,0.03144 AU,4.8 days,
MOA-2022-BLG-249L b,2000,4.83 Earths,Unknown,2023,2.04 x Earth (estimate),Super Earth,Microlensing,1.63 AU,4.9 years,
TOI-784 b,64.5997,9.67 Earths,9.412,2023,1.93 x Earth,Super Earth,Transit,0.038 AU,2.8 days,0
WASP-84 c,100.588,15.2 Earths,10.825,2023,1.95 x Earth,Super Earth,Transit,0.02359 AU,1.4 days,
TOI-411 c,62.7792,9.72 Earths,8.270001,2022,2.328 x Earth,Super Earth,Transit,0.1017 AU,9.6 days,0.16
TOI-411 b,62.7792,13.71 Earths,8.270001,2022,1.362 x Earth,Super Earth,Transit,0.05727 AU,4 days,0.13
