Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-258 c,,12.7 Earths,15.49,2014,0.322 x Jupiter,Neptune-like,Transit,0.193 AU,33.7 days,0.0
Kepler-257 d,,21.7 Earths,15.652,2014,0.442 x Jupiter,Neptune-like,Transit,0.16 AU,24.7 days,0.0
Kepler-257 c,,25.2 Earths,15.652,2014,0.483 x Jupiter,Neptune-like,Transit,0.066 AU,6.6 days,0.0
Kepler-257 b,,7.32 Earths,15.652,2014,0.233 x Jupiter,Neptune-like,Transit,0.034 AU,2.4 days,0.0
Kepler-256 d,,6.71 Earths,15.178,2014,0.221 x Jupiter,Neptune-like,Transit,0.064 AU,5.8 days,0.0
Kepler-256 c,,5.27 Earths,15.178,2014,2.15 x Earth,Neptune-like,Transit,0.045 AU,3.4 days,0.0
Kepler-256 b,,3.15 Earths,15.178,2014,1.59 x Earth,Super Earth,Transit,0.027 AU,1.6 days,0.0
Kepler-255 c,,9.22 Earths,15.699,2014,0.267 x Jupiter,Neptune-like,Transit,0.092 AU,9.9 days,0.0
Kepler-254 d,,6.8 Earths,16.012,2014,0.223 x Jupiter,Neptune-like,Transit,0.139 AU,18.7 days,0.0
Kepler-254 c,,3.2 Earths,16.012,2014,2.15 x Earth,Neptune-like,Transit,0.105 AU,12.4 days,0.0
Kepler-254 b,,14.3 Earths,16.012,2014,0.345 x Jupiter,Neptune-like,Transit,0.064 AU,5.8 days,0.0
Kepler-253 c,,7.51 Earths,15.778,2014,0.236 x Jupiter,Neptune-like,Transit,0.089 AU,10.3 days,0.0
Kepler-253 b,,3.29 Earths,15.778,2014,1.63 x Earth,Super Earth,Transit,0.046 AU,3.8 days,0.0
Kepler-252 c,,5.27 Earths,15.406,2014,2.15 x Earth,Neptune-like,Transit,0.08 AU,10.8 days,0.0
Kepler-251 e,,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.404 AU,99.6 days,0.0
Kepler-251 d,,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.182 AU,30.1 days,0.0
Kepler-251 c,,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.122 AU,16.5 days,0.0
Kepler-251 b,,2.33 Earths,15.541,2014,1.33 x Earth,Super Earth,Transit,0.053 AU,4.8 days,0.0
Kepler-250 c,,5.82 Earths,15.819,2014,0.203 x Jupiter,Neptune-like,Transit,0.069 AU,7.2 days,0.0
Kepler-250 b,,1.51 Earths,15.819,2014,1.13 x Earth,Super Earth,Transit,0.048 AU,4.1 days,0.0
Kepler-249 d,,3.09 Earths,16.37,2014,1.57 x Earth,Super Earth,Transit,0.097 AU,15.4 days,0.0
Kepler-249 b,,1.32 Earths,16.37,2014,1.09 x Earth,Super Earth,Transit,0.035 AU,3.3 days,0.0
Kepler-248 c,,15.6 Earths,15.506,2014,,,,,,
Kepler-248 b,,9.38 Earths,15.506,2014,0.269 x Jupiter,Neptune-like,Transit,0.066 AU,6.3 days,0.0
Kepler-247 c,,15.7 Earths,15.199,2014,0.365 x Jupiter,Neptune-like,Transit,0.084 AU,9.4 days,0.0
KOI-1257 b,,1.45 Jupiters,14.818,2014,0.94 x Jupiter,Gas Giant,Transit,0.382 AU,86.6 days,0.77
Kepler-757 b,,2.42 Earths,15.066,2016,1.36 x Earth,Super Earth,Transit,0.019 AU,1 days,0.0
Kepler-756 b,,1.46 Earths,15.986,2016,1.12 x Earth,Super Earth,Transit,0.0219 AU,1.2 days,0.0
Kepler-443 b,,6.04 Earths,16.207,2015,0.21 x Jupiter,Neptune-like,Transit,0.495 AU,177.7 days,0.11
Kepler-441 b,,3.33 Earths,15.567,2015,1.64 x Earth,Super Earth,Transit,0.64 AU,207.2 days,0.1
Kepler-440 b,,4.12 Earths,15.637,2015,1.86 x Earth,Super Earth,Transit,0.242 AU,101.1 days,0.34
Kepler-438 b,,1.46 Earths,15.104,2015,1.12 x Earth,Super Earth,Transit,0.166 AU,35.2 days,0.03
Kepler-437 b,,5.22 Earths,14.628,2015,2.14 x Earth,Neptune-like,Transit,0.288 AU,66.7 days,0.02
Kepler-433 b,,2.82 Jupiters,14.717,2015,1.45 x Jupiter,Gas Giant,Transit,0.0679 AU,5.3 days,0.12
Kepler-432 b,,5.41 Jupiters,12.398,2015,,,,,,
Kepler-431 d,,1.41 Earths,12.139,2015,1.11 x Earth,Super Earth,Transit,0.1045 AU,11.9 days,0.0
Kepler-431 b,,0.37 Earths,12.139,2015,0.764 x Earth,Terrestrial,Transit,0.0719 AU,6.8 days,0.0
Kepler-430 b,,10.6 Earths,13.908,2015,0.29 x Jupiter,Neptune-like,Transit,0.2244 AU,36 days,0.0
Kepler-427 b,,0.29 Jupiters,14.301,2014,1.23 x Jupiter,Gas Giant,Transit,0.091 AU,10.3 days,< 0.57
Kepler-426 b,,0.34 Jupiters,15.032,2014,1.09 x Jupiter,Gas Giant,Transit,0.0414 AU,3.2 days,< 0.18
Kepler-425 b,,0.25 Jupiters,14.845,2014,0.978 x Jupiter,Gas Giant,Transit,0.0464 AU,3.8 days,< 0.33
