Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
K2-285 e,154.961,10.7 Earths,12.075,2018,1.95 x Earth,Neptune-like,Transit,0.18041 AU,14.8 days,0
K2-285 d,154.961,6.5 Earths,12.075,2018,0.221 x Jupiter,Neptune-like,Transit,0.1178 AU,10.5 days,0
K2-285 c,154.961,15.68 Earths,12.075,2018,0.315 x Jupiter,Neptune-like,Transit,0.0824 AU,7.1 days,0
K2-285 b,154.961,9.68 Earths,12.075,2018,,,,,,
KOI-3680 b,921.986,1.93 Jupiters,14.616,2018,0.99 x Jupiter,Gas Giant,Transit,0.534 AU,141.2 days,0.5
HATS-59 c,642.884,12.7 Jupiters,14.033,2018,1.1 x Jupiter (estimate),Gas Giant,Radial Velocity,2.504 AU,3.9 years,< 0.083
HATS-59 b,642.884,0.806 Jupiters,14.033,2018,1.126 x Jupiter,Gas Giant,Transit,0.06112 AU,5.4 days,0.13
CoRoT-21 b,1398.834197,2.26 Jupiters,16.058,2012,,,,,,
MOA-2016-BLG-319L b,6800,0.62 Jupiters,Unknown,2018,1.26 x Jupiter (estimate),Gas Giant,Microlensing,0.95 AU,2.4 years,
MOA-2011-BLG-291L b,4400,18 Earths,Unknown,2018,0.396 x Jupiter (estimate),Neptune-like,Microlensing,0.69 AU,1.5 years,
K2-284 b,107.272,8.15 Earths,13.265,2018,0.248 x Jupiter,Neptune-like,Transit,0.04771 AU,4.8 days,0.08
WASP-165 b,602.236,0.658 Jupiters,12.816,2018,1.26 x Jupiter,Gas Giant,Transit,0.04823 AU,3.5 days,0
WASP-164 b,327.506,2.13 Jupiters,12.603,2018,,,,,,
WASP-147 b,436.098,0.275 Jupiters,12.681,2018,1.115 x Jupiter,Gas Giant,Transit,0.0549 AU,4.6 days,0
OGLE-2013-BLG-1761L b,6900,2.7 Jupiters,Unknown,2018,1.18 x Jupiter (estimate),Gas Giant,Microlensing,1.8 AU,4.2 years,
MOA-2015-BLG-337L b,7100,33.7 Earths,Unknown,2018,0.572 x Jupiter (estimate),Neptune-like,Microlensing,0.24 AU,429.4 days,
KMT-2016-BLG-2142L b,7010,15.49 Jupiters,Unknown,2018,1.09 x Jupiter (estimate),Gas Giant,Microlensing,0.83 AU,2.9 years,
KMT-2016-BLG-1820L b,6260,4.57 Jupiters,Unknown,2018,1.15 x Jupiter (estimate),Gas Giant,Microlensing,1.08 AU,5.6 years,
KMT-2016-BLG-1397L b,6600,7 Jupiters,Unknown,2018,1.13 x Jupiter (estimate),Gas Giant,Microlensing,5.1 AU,17.2 years,
NGTS-2 b,356.391,0.74 Jupiters,10.789,2018,1.595 x Jupiter,Gas Giant,Transit,0.063 AU,4.5 days,0
K2-283 b,402.915,12.2 Earths,14.364,2018,0.314 x Jupiter,Neptune-like,Transit,0.0291 AU,1.9 days,
K2-282 b,496.289,6.8 Earths,14.21,2018,0.223 x Jupiter,Neptune-like,Transit,0.0499 AU,4.2 days,
K2-281 b,458.139,0.16 Jupiters,15.048,2018,0.73 x Jupiter,Gas Giant,Transit,0.0773 AU,8.7 days,
K2-280 b,391.537,37.1 Earths,12.524,2018,0.669 x Jupiter,Neptune-like,Transit,0.1461 AU,19.9 days,0.35
K2-279 b,182.983,1.92 Earths,11.491,2018,1.21 x Earth,Super Earth,Transit,0.067 AU,7.1 days,
K2-278 b,786.439,9.17 Earths,13.446,2018,0.266 x Jupiter,Neptune-like,Transit,0.0488 AU,3.3 days,
K2-277 b,113.123,4.94 Earths,10.364,2018,2.07 x Earth,Super Earth,Transit,0.0675 AU,6.3 days,
K2-276 b,488.152,13.7 Earths,14.654,2018,0.336 x Jupiter,Neptune-like,Transit,0.1291 AU,18.7 days,
K2-275 c,123.438,5.52 Earths,11.974,2018,2.21 x Earth,Neptune-like,Transit,0.0881 AU,8.4 days,
K2-266 d,77.5586,8.9 Earths,11.625,2018,0.261 x Jupiter,Neptune-like,Transit,0.1035 AU,14.7 days,0.05
K2-266 c,77.5586,0.29013 Earths,11.625,2018,0.705 x Earth,Terrestrial,Transit,0.0679 AU,7.8 days,0.04
K2-266 b,77.5586,11.26782 Earths,11.625,2018,0.294 x Jupiter,Neptune-like,Transit,0.01306 AU,0.7 days,
K2-270 b,280.518,2.48 Earths,13.847,2018,1.38 x Earth,Super Earth,Transit,0.0247 AU,1.5 days,
K2-269 b,360.76,3.09 Earths,11.784,2018,1.57 x Earth,Super Earth,Transit,0.0531 AU,4.1 days,
K2-268 c,327.783,7.7 Earths,13.848,2018,0.24 x Jupiter,Neptune-like,Transit,0.0819 AU,9.3 days,
K2-268 b,327.783,2.86 Earths,13.848,2018,,,,,,
K2-265 b,138.671,6.54 Earths,11.187,2018,1.71 x Earth,Super Earth,Transit,0.03376 AU,2.4 days,0.08
K2-275 b,123.438,6.08 Earths,11.974,2018,0.209 x Jupiter,Neptune-like,Transit,0.0277 AU,3.3 days,
K2-274 b,228.327,4.98 Earths,13.181,2018,2.08 x Earth,Super Earth,Transit,0.0964 AU,14.1 days,
K2-273 b,308.105,9.53 Earths,13.246,2018,0.272 x Jupiter,Neptune-like,Transit,0.0729 AU,11.7 days,
K2-272 b,423.065,9.96 Earths,13.872,2018,0.279 x Jupiter,Neptune-like,Transit,0.1007 AU,14.5 days,
K2-271 b,564.454,0.131 Jupiters,13.845,2018,0.649 x Jupiter,Gas Giant,Transit,0.077 AU,8.6 days,
K2-270 c,280.518,9.01 Earths,13.847,2018,0.263 x Jupiter,Neptune-like,Transit,0.0497 AU,4.4 days,
WASP-172 b,538.11,0.47 Jupiters,10.988,2018,1.57 x Jupiter,Gas Giant,Transit,0.0694 AU,5.5 days,0
WASP-168 b,303.941,0.42 Jupiters,12.124,2018,1.5 x Jupiter,Gas Giant,Transit,0.0519 AU,4.2 days,0
