Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
Kepler-758 d,1502.32,5.14 Earths,14.379,2016,2.12 x Earth,Neptune-like,Transit,0.1447 AU,20.5 days,0
Kepler-758 c,1502.32,3.5 Earths,14.379,2016,,,,,,
Kepler-758 b,1502.32,6.71 Earths,14.379,2016,,,,,,
Kepler-258 c,575.988,12.7 Earths,15.49,2014,0.322 x Jupiter,Neptune-like,Transit,0.193 AU,33.7 days,0
Kepler-257 d,780.256,21.7 Earths,15.652,2014,0.442 x Jupiter,Neptune-like,Transit,0.16 AU,24.7 days,0
Kepler-257 c,780.256,25.2 Earths,15.652,2014,0.483 x Jupiter,Neptune-like,Transit,0.066 AU,6.6 days,0
Kepler-257 b,780.256,7.32 Earths,15.652,2014,0.233 x Jupiter,Neptune-like,Transit,0.034 AU,2.4 days,0
Kepler-256 d,1026.43,6.71 Earths,15.178,2014,0.221 x Jupiter,Neptune-like,Transit,0.064 AU,5.8 days,0
Kepler-256 c,1026.43,5.27 Earths,15.178,2014,2.15 x Earth,Neptune-like,Transit,0.045 AU,3.4 days,0
Kepler-256 b,1026.43,3.15 Earths,15.178,2014,1.59 x Earth,Super Earth,Transit,0.027 AU,1.6 days,0
Kepler-255 c,1052.53,9.22 Earths,15.699,2014,0.267 x Jupiter,Neptune-like,Transit,0.092 AU,9.9 days,0
Kepler-254 d,1389.48,6.8 Earths,16.012,2014,0.223 x Jupiter,Neptune-like,Transit,0.139 AU,18.7 days,0
Kepler-254 c,1389.48,3.2 Earths,16.012,2014,2.15 x Earth,Neptune-like,Transit,0.105 AU,12.4 days,0
Kepler-254 b,1389.48,14.3 Earths,16.012,2014,0.345 x Jupiter,Neptune-like,Transit,0.064 AU,5.8 days,0
Kepler-253 c,838.595,7.51 Earths,15.778,2014,0.236 x Jupiter,Neptune-like,Transit,0.089 AU,10.3 days,0
Kepler-253 b,838.595,3.29 Earths,15.778,2014,1.63 x Earth,Super Earth,Transit,0.046 AU,3.8 days,0
Kepler-252 c,379.424,5.27 Earths,15.406,2014,2.15 x Earth,Neptune-like,Transit,0.08 AU,10.8 days,0
Kepler-251 e,924.625,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.404 AU,99.6 days,0
Kepler-251 d,924.625,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.182 AU,30.1 days,0
Kepler-251 c,924.625,8.1 Earths,15.541,2014,0.247 x Jupiter,Neptune-like,Transit,0.122 AU,16.5 days,0
Kepler-251 b,924.625,2.33 Earths,15.541,2014,1.33 x Earth,Super Earth,Transit,0.053 AU,4.8 days,0
Kepler-250 c,760.585,5.82 Earths,15.819,2014,0.203 x Jupiter,Neptune-like,Transit,0.069 AU,7.2 days,0
Kepler-250 b,760.585,1.51 Earths,15.819,2014,1.13 x Earth,Super Earth,Transit,0.048 AU,4.1 days,0
Kepler-249 d,190.401,3.09 Earths,16.37,2014,1.57 x Earth,Super Earth,Transit,0.097 AU,15.4 days,0
Kepler-249 b,190.401,1.32 Earths,16.37,2014,1.09 x Earth,Super Earth,Transit,0.035 AU,3.3 days,0
Kepler-248 c,738.792,15.6 Earths,15.506,2014,,,,,,
Kepler-248 b,738.792,9.38 Earths,15.506,2014,0.269 x Jupiter,Neptune-like,Transit,0.066 AU,6.3 days,0
Kepler-247 c,663.711,15.7 Earths,15.199,2014,0.365 x Jupiter,Neptune-like,Transit,0.084 AU,9.4 days,0
KOI-1257 b,656,1.45 Jupiters,14.818,2014,0.94 x Jupiter,Gas Giant,Transit,0.382 AU,86.6 days,0.77
Kepler-757 b,1068.68,2.42 Earths,15.066,2016,1.36 x Earth,Super Earth,Transit,0.019 AU,1 days,0
Kepler-756 b,852,1.46 Earths,15.986,2016,1.12 x Earth,Super Earth,Transit,0.0219 AU,1.2 days,0
Kepler-443 b,802.271,6.04 Earths,16.207,2015,0.21 x Jupiter,Neptune-like,Transit,0.495 AU,177.7 days,0.11
Kepler-441 b,268.003,3.33 Earths,15.567,2015,1.64 x Earth,Super Earth,Transit,0.64 AU,207.2 days,0.1
Kepler-440 b,301.03,4.12 Earths,15.637,2015,1.86 x Earth,Super Earth,Transit,0.242 AU,101.1 days,0.34
Kepler-438 b,195.9428717,1.46 Earths,15.104,2015,1.12 x Earth,Super Earth,Transit,0.166 AU,35.2 days,0.03
Kepler-437 b,304,5.22 Earths,14.628,2015,2.14 x Earth,Neptune-like,Transit,0.288 AU,66.7 days,0.02
Kepler-433 b,1878.31,2.82 Jupiters,14.717,2015,1.45 x Jupiter,Gas Giant,Transit,0.0679 AU,5.3 days,0.12
Kepler-432 b,848.023,5.41 Jupiters,12.398,2015,,,,,,
Kepler-431 d,486.546,1.41 Earths,12.139,2015,1.11 x Earth,Super Earth,Transit,0.1045 AU,11.9 days,0
Kepler-431 b,486.546,0.37 Earths,12.139,2015,0.764 x Earth,Terrestrial,Transit,0.0719 AU,6.8 days,0
Kepler-430 b,917.477,10.6 Earths,13.908,2015,0.29 x Jupiter,Neptune-like,Transit,0.2244 AU,36 days,0
Kepler-427 b,1017.8,0.29 Jupiters,14.301,2014,1.23 x Jupiter,Gas Giant,Transit,0.091 AU,10.3 days,< 0.57
Kepler-426 b,843.695,0.34 Jupiters,15.032,2014,1.09 x Jupiter,Gas Giant,Transit,0.0414 AU,3.2 days,< 0.18
Kepler-425 b,646.647,0.25 Jupiters,14.845,2014,0.978 x Jupiter,Gas Giant,Transit,0.0464 AU,3.8 days,< 0.33
Kepler-424 b,698.646,1.03 Jupiters,14.429,2014,0.89 x Jupiter,Gas Giant,Transit,0.044 AU,3.3 days,0
Kepler-423 b,758.753,0.595 Jupiters,14.462,2014,1.192 x Jupiter,Gas Giant,Transit,0.03585 AU,2.7 days,0.02
Kepler-421 b,348.558,16.1 Earths,13.611,2014,0.371 x Jupiter,Neptune-like,Transit,1.219 AU,1.9 years,0.04
Kepler-419 b,1011.36,2.5 Jupiters,13.089,2014,0.96 x Jupiter,Gas Giant,Transit,0.37 AU,69.8 days,0.83
Kepler-417 c,973.989,7.7 Earths,15.864,2014,0.24 x Jupiter,Neptune-like,Transit Timing Variations,0.1194 AU,15.9 days,0
Kepler-417 b,973.989,11 Earths,15.864,2014,2.31 x Earth,Super Earth,Transit Timing Variations,0.1006 AU,12.3 days,0
Kepler-416 b,690.819,0.183 Jupiters,14.166,2014,2.48 x Earth,Super Earth,Transit Timing Variations,0.0658 AU,6.3 days,0
Kepler-1246 b,436.505,2.42 Earths,15.27,2016,1.36 x Earth,Super Earth,Transit,0.0848 AU,11.3 days,0
Kepler-1245 c,805.936,2.67 Earths,15.582,2016,1.44 x Earth,Super Earth,Transit,0.0372 AU,2.9 days,0
Kepler-1245 b,805.936,2.67 Earths,15.582,2016,1.44 x Earth,Super Earth,Transit,0.0484 AU,4.4 days,0
Kepler-1244 b,1075.81,2.39 Earths,12.444,2016,1.35 x Earth,Super Earth,Transit,0.0502 AU,3.7 days,0
Kepler-1242 b,687.615,5.73 Earths,15.714,2016,0.202 x Jupiter,Neptune-like,Transit,0.1039 AU,13.6 days,0
Kepler-1241 b,968.722,7.41 Earths,15.886,2016,0.235 x Jupiter,Neptune-like,Transit,0.1336 AU,18.6 days,0
