Planet Name,Parsecs from Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Radius,Planet Type,Discovery Method,Orbital Radius,Orbital Period,Eccentricity
GJ 3473 b,27.3644,1.86 Earths,13.74,2020,1.264 x Earth,Super Earth,Transit,0.01589 AU,1.2 days,0
TOI-540 b,14.0022,0.674 Earths,14.823,2020,0.903 x Earth,Terrestrial,Transit,0.01223 AU,1.2 days,0
OGLE-2018-BLG-1269L b,2510,0.67 Jupiters,Unknown,2020,1.25 x Jupiter (estimate),Gas Giant,Microlensing,4.51 AU,9.1 years,
KMT-2019-BLG-0842L b,3320,10.28 Earths,Unknown,2020,,,,,,
TOI-421 c,74.7969,14.1 Earths,9.931,2020,0.454 x Jupiter,Neptune-like,Transit,0.117 AU,16.1 days,0.19
TOI-421 b,74.7969,6.7 Earths,9.931,2020,0.236 x Jupiter,Neptune-like,Transit,0.0554 AU,5.2 days,0.13
TOI-1266 c,36.0118,2.88 Earths,12.941,2020,2.13 x Earth,Neptune-like,Transit,0.1047 AU,18.8 days,< 0.34
TOI-1266 b,36.0118,4.23 Earths,12.941,2020,0.234 x Jupiter,Neptune-like,Transit,0.0728 AU,10.9 days,< 0.22
KMT-2018-BLG-0748L b,7300,0.19 Jupiters,Unknown,2020,0.804 x Jupiter (estimate),Gas Giant,Microlensing,0.62 AU,1.6 years,
TOI-824 b,63.9262,18.467 Earths,11.314,2020,2.926 x Earth,Super Earth,Transit,0.02177 AU,1.4 days,
TOI-763 c,95.1274,9.32 Earths,10.265,2020,0.235 x Jupiter,Neptune-like,Transit,0.1011 AU,12.3 days,0.04
TOI-763 b,95.1274,9.79 Earths,10.265,2020,2.28 x Earth,Super Earth,Transit,0.06 AU,5.6 days,0.04
LTT 9779 b,80.4373,29.32 Earths,9.79,2020,0.421 x Jupiter,Neptune-like,Transit,0.01679 AU,0.8 days,0
HD 63433 c,22.4035,17.2 Earths,6.92035,2020,2.582 x Earth,Super Earth,Transit,0.146 AU,20.5 days,0
HD 63433 b,22.4035,37.3 Earths,6.92035,2020,2.164 x Earth,Super Earth,Transit,0.072 AU,7.1 days,0
HATS-71 b,140.225,0.37 Jupiters,16.437,2020,1.024 x Jupiter,Gas Giant,Transit,0.03745 AU,3.8 days,0
GJ 9066 c,4.471,0.21 Jupiters,12.71,2020,0.856 x Jupiter (estimate),Gas Giant,Radial Velocity,0.88 AU,2.1 years,0.46
WD 1856+534 b,24.7359,13.8 Jupiters,17.244,2020,0.928 x Jupiter,Gas Giant,Transit,0.0204 AU,1.4 days,0
Kepler-1702 b,857.14,3.2 Earths,16.231,2020,1.602 x Earth,Super Earth,Transit,0.1275 AU,18.5 days,0
Kepler-1701 b,584.142,5.57 Earths,14.722,2020,2.222 x Earth,Neptune-like,Transit,0.5608 AU,169.1 days,0
Kepler-1700 b,717.597,8.76 Earths,13.764,2020,0.259 x Jupiter,Neptune-like,Transit,0.7576 AU,234.2 days,0
Kepler-1699 b,818.759,3.08 Earths,14.836,2020,1.567 x Earth,Super Earth,Transit,0.0418 AU,3.5 days,0
Kepler-1698 b,222.345,1.25 Earths,13.054,2020,1.073 x Earth,Super Earth,Transit,0.0203 AU,1.2 days,0
Kepler-1697 b,247.771,2.12 Earths,13.556,2020,1.26 x Earth,Super Earth,Transit,0.2008 AU,33.5 days,0
Kepler-1696 b,1506.36,8.29 Earths,15.505,2020,0.251 x Jupiter,Neptune-like,Transit,0.3244 AU,65.9 days,0
Kepler-1695 b,791.175,1.46 Earths,14.762,2020,1.119 x Earth,Super Earth,Transit,0.0529 AU,4.7 days,0
Kepler-1514 c,397.292,1.74 Earths,11.766,2020,1.176 x Earth,Super Earth,Transit,0.0997 AU,10.5 days,0.32
Kepler-783 c,516.09,6.04 Earths,14.153,2020,0.208 x Jupiter,Neptune-like,Transit,0.0684 AU,7.1 days,0
Kepler-385 d,1432.61,7.36 Earths,15.76,2020,0.234 x Jupiter,Neptune-like,Transit,0.3024 AU,56.4 days,0
Kepler-305 e,868.477,3.87 Earths,15.851,2020,1.794 x Earth,Super Earth,Transit,0.0399 AU,3.2 days,0
Kepler-1694 b,513.329,1.76 Earths,14.901,2020,1.18 x Earth,Super Earth,Transit,0.0449 AU,3.9 days,0
Kepler-1693 b,760.065,2.21 Earths,14.857,2020,1.289 x Earth,Super Earth,Transit,0.1011 AU,12.1 days,0
Kepler-1692 b,591.019,1.42 Earths,14.674,2020,1.112 x Earth,Super Earth,Transit,0.0646 AU,6 days,0
Kepler-1691 b,1267.67,4.02 Earths,14.893,2020,1.835 x Earth,Super Earth,Transit,0.0495 AU,3.8 days,0
Kepler-1690 b,703.789,8.3 Earths,14.882,2020,0.251 x Jupiter,Neptune-like,Transit,0.7097 AU,234.6 days,0
Kepler-1689 b,294.122,0.799 Earths,12.227,2020,0.947 x Earth,Terrestrial,Transit,0.0798 AU,8.5 days,0
